https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume LTC,Volume USDT
1618791847,2021-04-19 00:24:07,LTC/USDT,261.02427399,261.02427399,261.02427399,261.02427399,0.0,0.0
1618790400,2021-04-19 00:00:00,LTC/USDT,273.56522956,281.77692376,250.26359994,261.02427399,5018114.82721983,18849.50516639
1618705336,2021-04-18 00:22:16,LTC/USDT,273.61235492,273.61235492,273.61235492,273.61235492,0.0,0.0
1618704000,2021-04-18 00:00:00,LTC/USDT,301.10275118,304.51771035,231.21414435,273.61235492,13384232.36821311,50308.58944859
1618619238,2021-04-17 00:27:18,LTC/USDT,301.3,301.3,301.3,301.3,0.0,0.0
1618617600,2021-04-17 00:00:00,LTC/USDT,308.77847,335.19813488,297.2725,301.3,13054303.68160059,41290.07425604
1618532808,2021-04-16 00:26:48,LTC/USDT,308.36346456,308.36346456,308.36346456,308.36346456,0.0,0.0
1618531200,2021-04-16 00:00:00,LTC/USDT,285.96568,316.61736835,265.78947368,308.36346456,18448915.72690818,63258.2774568
1618446350,2021-04-15 00:25:50,LTC/USDT,285.73780205,285.73780205,285.73780205,285.73780205,0.0,0.0
1618444800,2021-04-15 00:00:00,LTC/USDT,279.03142534,290.65071723,266.04968735,285.73780205,6079421.05440817,21783.79250811
1618360863,2021-04-14 00:41:03,LTC/USDT,278.53142534,278.53142534,278.53142534,278.53142534,0.0,0.0
1618358400,2021-04-14 00:00:00,LTC/USDT,267.54978659,283.00332471,255.29774197,278.53142534,8911537.31541626,33038.62385024
1618273319,2021-04-13 00:21:59,LTC/USDT,267.39679862,267.39679862,267.39679862,267.39679862,0.0,0.0
1618272000,2021-04-13 00:00:00,LTC/USDT,244.73529842,273.20983907,244.73529842,267.39679862,5963582.55603098,22709.56819563
1618186934,2021-04-12 00:22:14,LTC/USDT,244.62401312,244.62401312,244.62401312,244.62401312,0.0,0.0
1618185600,2021-04-12 00:00:00,LTC/USDT,252.80971785,258.80283639,240.26322158,244.62401312,3486601.9024347,13994.52892105
1618100432,2021-04-11 00:20:32,LTC/USDT,252.4848956,252.4848956,252.4848956,252.4848956,0.0,0.0
1618099200,2021-04-11 00:00:00,LTC/USDT,256.27356463,263.25648,245.0,252.4848956,5040126.44749349,19795.36411079
1618014246,2021-04-10 00:24:06,LTC/USDT,256.27202774,256.27202774,256.27202774,256.27202774,0.0,0.0
1618012800,2021-04-10 00:00:00,LTC/USDT,221.09819786,256.27302113,219.26409991,256.27202774,5388706.12909494,22670.25364879
1617927745,2021-04-09 00:22:25,LTC/USDT,220.85412102,220.85412102,220.85412102,220.85412102,0.0,0.0
1617926400,2021-04-09 00:00:00,LTC/USDT,226.46572156,228.83567326,219.0,220.85412102,1861558.65692154,8287.42832496
1617841450,2021-04-08 00:24:10,LTC/USDT,226.28395299,226.28395299,226.28395299,226.28395299,0.0,0.0
1617840000,2021-04-08 00:00:00,LTC/USDT,218.7968356,228.0,217.08358233,226.28395299,3455702.2169059,15472.77874956
1617755202,2021-04-07 00:26:42,LTC/USDT,218.97118312,218.97118312,218.97118312,218.97118312,0.0,0.0
1617753600,2021-04-07 00:00:00,LTC/USDT,236.96687722,242.7947917,211.00163215,218.97118312,7223213.73087273,32183.78347248
1617668666,2021-04-06 00:24:26,LTC/USDT,236.78940867,236.78940867,236.78940867,236.78940867,0.0,0.0
1617667200,2021-04-06 00:00:00,LTC/USDT,221.03402235,244.41329185,213.18528943,236.78940867,6434384.36373374,27955.37118323
1617582139,2021-04-05 00:22:19,LTC/USDT,221.16219034,221.16219034,221.16219034,221.16219034,0.0,0.0
1617580800,2021-04-05 00:00:00,LTC/USDT,202.54357748,225.0,198.2099546,221.16219034,4648820.41871576,22021.94872349
1617495594,2021-04-04 00:19:54,LTC/USDT,202.3632243,202.3632243,202.3632243,202.3632243,0.0,0.0
1617494400,2021-04-04 00:00:00,LTC/USDT,195.08477627,204.61659789,192.4442994,202.3632243,1530981.2879411,7625.15493534
1617408814,2021-04-03 00:13:34,LTC/USDT,195.34515,195.34515,195.34515,195.34515,0.0,0.0
1617408000,2021-04-03 00:00:00,LTC/USDT,211.47627807,217.85764,195.01767556,195.34515,3823033.88057156,18394.53966293
1617322373,2021-04-02 00:12:53,LTC/USDT,211.55716857,211.55716857,211.55716857,211.55716857,0.0,0.0
1617321600,2021-04-02 00:00:00,LTC/USDT,202.66265841,213.55482713,200.85415555,211.55716857,4067577.96907801,19736.92857159
1617235989,2021-04-01 00:13:09,LTC/USDT,202.35291467,202.35291467,202.35291467,202.35291467,0.0,0.0
1617235200,2021-04-01 00:00:00,LTC/USDT,196.94523102,204.92779608,194.30502449,202.35291467,2507494.51332943,12584.02872954
1617149618,2021-03-31 00:13:38,LTC/USDT,196.79881498,196.79881498,196.79881498,196.79881498,0.0,0.0
1617148800,2021-03-31 00:00:00,LTC/USDT,195.66074289,198.87309508,187.12121212,196.79881498,2844123.34390845,14741.30785867
1617063238,2021-03-30 00:13:58,LTC/USDT,195.77155305,195.77155305,195.77155305,195.77155305,0.0,0.0
1617062400,2021-03-30 00:00:00,LTC/USDT,193.92373,199.88398405,190.44642564,195.77155305,2214524.65342347,11349.46398268
1616976622,2021-03-29 00:10:22,LTC/USDT,194.0470592,194.0470592,194.0470592,194.0470592,0.0,0.0
1616976000,2021-03-29 00:00:00,LTC/USDT,184.31685707,197.40498968,182.55725495,194.0470592,1980760.75251519,10231.67588083
1616890313,2021-03-28 00:11:53,LTC/USDT,184.2402134,184.2402134,184.2402134,184.2402134,0.0,0.0
1616889600,2021-03-28 00:00:00,LTC/USDT,184.24406,187.1311418,180.0583,184.2402134,1079189.4781785,5861.82517716
1616803909,2021-03-27 00:11:49,LTC/USDT,184.0298702,184.0298702,184.0298702,184.0298702,0.0,0.0
1616803200,2021-03-27 00:00:00,LTC/USDT,183.6835,186.0,177.7,184.0298702,1072220.18931837,5871.53588717
1616717455,2021-03-26 00:10:55,LTC/USDT,183.46502023,183.46502023,183.46502023,183.46502023,0.0,0.0
1616716800,2021-03-26 00:00:00,LTC/USDT,171.59541295,183.71970844,171.56041581,183.46502023,2058603.64243543,11508.51777516
1616631245,2021-03-25 00:14:05,LTC/USDT,171.74858,171.74858,171.74858,171.74858,0.0,0.0
1616630400,2021-03-25 00:00:00,LTC/USDT,176.0,178.38889158,168.150672,171.74858,3742790.81387291,21572.87053038
1616544841,2021-03-24 00:14:01,LTC/USDT,176.03871606,176.03871606,176.03871606,176.03871606,0.0,0.0
1616544000,2021-03-24 00:00:00,LTC/USDT,185.72717632,196.99555314,172.53080303,176.03871606,3362800.79565179,17780.25068748
1616458300,2021-03-23 00:11:40,LTC/USDT,185.79191221,185.79191221,185.79191221,185.79191221,0.0,0.0
1616457600,2021-03-23 00:00:00,LTC/USDT,185.5700713,189.37750705,181.28571428,185.79191221,2884867.42230425,15495.83313974
1616371924,2021-03-22 00:12:04,LTC/USDT,185.67071952,185.67071952,185.67071952,185.67071952,0.0,0.0
1616371200,2021-03-22 00:00:00,LTC/USDT,195.6018104,198.7858,184.62350001,185.67071952,2484556.63092079,12897.98188019
1616285472,2021-03-21 00:11:12,LTC/USDT,195.38263439,195.38263439,195.38263439,195.38263439,0.0,0.0
1616284800,2021-03-21 00:00:00,LTC/USDT,199.99407327,201.72432355,192.43092417,195.38263439,2246419.35187521,11447.36689785
1616199105,2021-03-20 00:11:45,LTC/USDT,200.1556402,200.1556402,200.1556402,200.1556402,0.0,0.0
1616198400,2021-03-20 00:00:00,LTC/USDT,200.00317166,206.02880191,198.94481189,200.1556402,2013462.79395391,9911.08653495
1616112680,2021-03-19 00:11:20,LTC/USDT,200.07255359,200.07255359,200.07255359,200.07255359,0.0,0.0
1616112000,2021-03-19 00:00:00,LTC/USDT,199.80009487,205.0,195.89410071,200.07255359,2198660.82713221,10902.36725153
1616026305,2021-03-18 00:11:45,LTC/USDT,199.86916418,199.86916418,199.86916418,199.86916418,0.0,0.0
1616025600,2021-03-18 00:00:00,LTC/USDT,206.05719931,208.0,199.33118218,199.86916418,1209461.89897449,5906.8018753
1615940035,2021-03-17 00:13:55,LTC/USDT,206.04154185,206.04154185,206.04154185,206.04154185,0.0,0.0
1615939200,2021-03-17 00:00:00,LTC/USDT,201.60354585,206.76681262,194.326,206.04154185,9367394.07297136,46859.0673474
1615853521,2021-03-16 00:12:01,LTC/USDT,201.54320537,201.54320537,201.54320537,201.54320537,0.0,0.0
1615852800,2021-03-16 00:00:00,LTC/USDT,200.69264592,205.15055443,191.5,201.54320537,3851813.26279064,19347.53349748
1615767107,2021-03-15 00:11:47,LTC/USDT,200.56534366,200.56534366,200.56534366,200.56534366,0.0,0.0
1615766400,2021-03-15 00:00:00,LTC/USDT,214.0,222.52618456,197.5722,200.56534366,7028861.81858491,33783.58510091
1615680706,2021-03-14 00:11:46,LTC/USDT,214.0697,214.0697,214.0697,214.0697,0.0,0.0
1615680000,2021-03-14 00:00:00,LTC/USDT,226.03,227.95349155,214.0,214.0697,2522210.81811612,11493.72920003
1615594296,2021-03-13 00:11:36,LTC/USDT,226.23649677,226.23649677,226.23649677,226.23649677,0.0,0.0
1615593600,2021-03-13 00:00:00,LTC/USDT,220.97892275,230.00940177,212.87745282,226.23649677,4703845.10583619,20937.97195778
1615507900,2021-03-12 00:11:40,LTC/USDT,220.57190738,220.57190738,220.57190738,220.57190738,0.0,0.0
1615507200,2021-03-12 00:00:00,LTC/USDT,201.27415926,224.06587892,198.58428676,220.57190738,9127283.80914543,43415.80476241
1615421556,2021-03-11 00:12:36,LTC/USDT,201.20422052,201.20422052,201.20422052,201.20422052,0.0,0.0
1615420800,2021-03-11 00:00:00,LTC/USDT,200.2805431,203.35133083,191.07816041,201.20422052,2991242.29293934,15089.29418105
1615335142,2021-03-10 00:12:22,LTC/USDT,200.05355166,200.05355166,200.05355166,200.05355166,0.0,0.0
1615334400,2021-03-10 00:00:00,LTC/USDT,203.75510204,208.0,191.5217,200.05355166,5277942.14471481,26215.03740391
1615248680,2021-03-09 00:11:20,LTC/USDT,203.75510203,203.75510203,203.75510203,203.75510203,0.0,0.0
1615248000,2021-03-09 00:00:00,LTC/USDT,191.89734754,204.81487733,189.06943089,203.75510203,4654416.18201468,23468.59557269
1615162291,2021-03-08 00:11:31,LTC/USDT,191.6194253,191.6194253,191.6194253,191.6194253,0.0,0.0
1615161600,2021-03-08 00:00:00,LTC/USDT,190.74428815,195.19504288,179.2653328,191.6194253,2876611.6925442,15454.54528494
1615075786,2021-03-07 00:09:46,LTC/USDT,190.56575409,190.56575409,190.56575409,190.56575409,0.0,0.0
1615075200,2021-03-07 00:00:00,LTC/USDT,183.02659328,192.07169826,182.19112546,190.56575409,3306236.87520339,17647.12295356
1614989828,2021-03-06 00:17:08,LTC/USDT,182.70685628,182.70685628,182.70685628,182.70685628,0.0,0.0
1614988800,2021-03-06 00:00:00,LTC/USDT,180.49135712,184.53888523,176.19092,182.70685628,2506829.40391266,13849.12471655
1614903822,2021-03-05 00:23:42,LTC/USDT,180.20344332,180.20344332,180.20344332,180.20344332,0.0,0.0
1614902400,2021-03-05 00:00:00,LTC/USDT,180.72106088,183.38180266,168.53912641,180.20344332,2518992.84254626,14372.01757936
1614817200,2021-03-04 00:20:00,LTC/USDT,180.66342593,180.66342593,180.66342593,180.66342593,0.0,0.0
1614816000,2021-03-04 00:00:00,LTC/USDT,187.60590652,194.37108661,177.07811483,180.66342593,4055324.78262702,21917.27970933
1614732164,2021-03-03 00:42:44,LTC/USDT,187.70012087,187.70012087,187.70012087,187.70012087,0.0,0.0
1614729600,2021-03-03 00:00:00,LTC/USDT,178.90829336,196.27844574,176.96839925,187.70012087,4148444.08027356,21778.30053317
1614644212,2021-03-02 00:16:52,LTC/USDT,179.0,179.0,179.0,179.0,0.0,0.0
1614643200,2021-03-02 00:00:00,LTC/USDT,175.88809669,185.16262904,170.80854315,179.0,2473768.85336289,13966.56775609
1614557862,2021-03-01 00:17:42,LTC/USDT,175.72356311,175.72356311,175.72356311,175.72356311,0.0,0.0
1614556800,2021-03-01 00:00:00,LTC/USDT,165.26980186,176.62544999,163.5,175.72356311,1726286.5353888,10166.50142366
1614471829,2021-02-28 00:23:49,LTC/USDT,165.2112624,165.2112624,165.2112624,165.2112624,0.0,0.0
1614470400,2021-02-28 00:00:00,LTC/USDT,171.6872328,172.78094116,152.94549785,165.2112624,2963350.2794067,18502.0672981
1614385210,2021-02-27 00:20:10,LTC/USDT,171.80878035,171.80878035,171.80878035,171.80878035,0.0,0.0
1614384000,2021-02-27 00:00:00,LTC/USDT,170.26066658,180.28131829,167.25805864,171.80878035,1508903.23812247,8641.1818913
1614298624,2021-02-26 00:17:04,LTC/USDT,170.13518975,170.13518975,170.13518975,170.13518975,0.0,0.0
1614297600,2021-02-26 00:00:00,LTC/USDT,179.04972373,182.78430033,162.77766342,170.13518975,2786673.38781652,16129.80110845
1614212098,2021-02-25 00:14:58,LTC/USDT,179.36361005,179.36361005,179.36361005,179.36361005,0.0,0.0
1614211200,2021-02-25 00:00:00,LTC/USDT,181.24594227,204.95166644,175.2,179.36361005,4041643.5730198,21165.37746412
1614126658,2021-02-24 00:30:58,LTC/USDT,181.05876835,181.05876835,181.05876835,181.05876835,0.0,0.0
1614124800,2021-02-24 00:00:00,LTC/USDT,177.62832687,189.33997041,169.21315888,181.05876835,2932057.35560696,16128.45201704
1614039067,2021-02-23 00:11:07,LTC/USDT,177.60699982,177.60699982,177.60699982,177.60699982,0.0,0.0
1614038400,2021-02-23 00:00:00,LTC/USDT,208.10844351,208.71281684,158.3006336,177.60699982,11084928.82664106,61990.01905512
1613952800,2021-02-22 00:13:20,LTC/USDT,208.05534306,208.05534306,208.05534306,208.05534306,0.0,0.0
1613952000,2021-02-22 00:00:00,LTC/USDT,227.13413714,227.13413714,180.1,208.05534306,10355203.1919415,50063.6685925
1613866408,2021-02-21 00:13:28,LTC/USDT,227.30402774,227.30402774,227.30402774,227.30402774,0.0,0.0
1613865600,2021-02-21 00:00:00,LTC/USDT,226.73816589,233.56762976,220.2244898,227.30402774,2607032.06049396,11459.89371883
1613780053,2021-02-20 00:14:13,LTC/USDT,227.0,227.0,227.0,227.0,0.0,0.0
1613779200,2021-02-20 00:00:00,LTC/USDT,237.1178722,246.88010392,214.5470963,227.0,6148682.00824529,26291.42719731
1613693602,2021-02-19 00:13:22,LTC/USDT,236.42387601,236.42387601,236.42387601,236.42387601,0.0,0.0
1613692800,2021-02-19 00:00:00,LTC/USDT,227.21807581,241.79213921,220.21930469,236.42387601,5200715.20652244,22269.7192931
1613607289,2021-02-18 00:14:49,LTC/USDT,226.45991939,226.45991939,226.45991939,226.45991939,0.0,0.0
1613606400,2021-02-18 00:00:00,LTC/USDT,237.45134655,238.791,221.04765585,226.45991939,3772537.42537387,16513.27305996
1613521416,2021-02-17 00:23:36,LTC/USDT,237.4914899,237.4914899,237.4914899,237.4914899,0.0,0.0
1613520000,2021-02-17 00:00:00,LTC/USDT,210.53066984,237.51722488,203.58357608,237.4914899,4975457.31313687,22252.39732888
1613434239,2021-02-16 00:10:39,LTC/USDT,210.10649989,210.10649989,210.10649989,210.10649989,0.0,0.0
1613433600,2021-02-16 00:00:00,LTC/USDT,208.46886674,219.84790519,200.2847243,210.10649989,5742598.79283963,27289.56114576
1613347866,2021-02-15 00:11:06,LTC/USDT,207.96886675,207.96886675,207.96886675,207.96886675,0.0,0.0
1613347200,2021-02-15 00:00:00,LTC/USDT,214.08319683,219.77532859,185.67661995,207.96886675,4870066.31276403,23677.71717434
1613261582,2021-02-14 00:13:02,LTC/USDT,213.58526347,213.58526347,213.58526347,213.58526347,0.0,0.0
1613260800,2021-02-14 00:00:00,LTC/USDT,225.96126346,230.40535619,207.70291894,213.58526347,3985945.40863259,18242.47190763
1613175256,2021-02-13 00:14:16,LTC/USDT,225.86435388,225.86435388,225.86435388,225.86435388,0.0,0.0
1613174400,2021-02-13 00:00:00,LTC/USDT,196.74502426,228.56484051,191.72032104,225.86435388,6834565.77974704,32794.88073605
1613088749,2021-02-12 00:12:29,LTC/USDT,196.37711636,196.37711636,196.37711636,196.37711636,0.0,0.0
1613088000,2021-02-12 00:00:00,LTC/USDT,184.3068,199.43716691,176.82821342,196.37711636,4026045.32045998,21389.34261992
1613002271,2021-02-11 00:11:11,LTC/USDT,183.88448841,183.88448841,183.88448841,183.88448841,0.0,0.0
1613001600,2021-02-11 00:00:00,LTC/USDT,181.61009537,193.25986883,175.824,183.88448841,3714692.35772698,20027.82950897
1612916953,2021-02-10 00:29:13,LTC/USDT,181.78242468,181.78242468,181.78242468,181.78242468,0.0,0.0
1612915200,2021-02-10 00:00:00,LTC/USDT,181.97908832,195.0,170.09949611,181.78242468,4717013.12508792,25674.08327477
1612829488,2021-02-09 00:11:28,LTC/USDT,181.55663347,181.55663347,181.55663347,181.55663347,0.0,0.0
1612828800,2021-02-09 00:00:00,LTC/USDT,167.77272726,184.28324264,164.19712201,181.55663347,3788627.44511856,22132.59630942
1612743204,2021-02-08 00:13:24,LTC/USDT,167.27272726,167.27272726,167.27272726,167.27272726,0.0,0.0
1612742400,2021-02-08 00:00:00,LTC/USDT,150.75423431,169.0,147.82738629,167.27272726,2884960.78659469,18051.85724707
1612657025,2021-02-07 00:17:05,LTC/USDT,150.75423431,150.75423431,150.75423431,150.75423431,0.0,0.0
1612656000,2021-02-07 00:00:00,LTC/USDT,155.499782,157.23253856,145.26330532,150.75423431,1609745.23466627,10660.07955959
1612570626,2021-02-06 00:17:06,LTC/USDT,155.72632461,155.72632461,155.72632461,155.72632461,0.0,0.0
1612569600,2021-02-06 00:00:00,LTC/USDT,155.04809082,164.0,150.0,155.72632461,2639795.47046289,16608.31476575
1612484026,2021-02-05 00:13:46,LTC/USDT,154.57590658,154.57590658,154.57590658,154.57590658,0.0,0.0
1612483200,2021-02-05 00:00:00,LTC/USDT,145.0737984,156.78829719,143.6092984,154.57590658,1691875.64829978,11129.68922837
1612397815,2021-02-04 00:16:55,LTC/USDT,145.0737984,145.0737984,145.0737984,145.0737984,0.0,0.0
1612396800,2021-02-04 00:00:00,LTC/USDT,156.11547201,158.48317413,141.27710384,145.0737984,2058944.04811862,13837.20857147
1612312082,2021-02-03 00:28:02,LTC/USDT,156.11547201,156.11547201,156.11547201,156.11547201,0.0,0.0
1612310400,2021-02-03 00:00:00,LTC/USDT,142.525,156.6,142.21225822,156.11547201,2156616.85607115,14214.27628129
1612224678,2021-02-02 00:11:18,LTC/USDT,142.025,142.025,142.025,142.025,0.0,0.0
1612224000,2021-02-02 00:00:00,LTC/USDT,132.05166636,145.75808828,132.05166636,142.025,2227065.40128395,15881.57872471
1612138414,2021-02-01 00:13:34,LTC/USDT,132.11552664,132.11552664,132.11552664,132.11552664,0.0,0.0
1612137600,2021-02-01 00:00:00,LTC/USDT,129.00224466,136.54541176,125.99211456,132.11552664,1596545.15206856,12132.52531533
1612052225,2021-01-31 00:17:05,LTC/USDT,129.50521374,129.50521374,129.50521374,129.50521374,0.0,0.0
1612051200,2021-01-31 00:00:00,LTC/USDT,133.36393952,135.00200298,125.87707389,129.50521374,1169135.11769744,8973.74770867
1611965760,2021-01-30 00:16:00,LTC/USDT,133.31704979,133.31704979,133.31704979,133.31704979,0.0,0.0
1611964800,2021-01-30 00:00:00,LTC/USDT,134.65188214,136.0565019,128.15958361,133.31704979,2192489.72359047,16641.56686646
1611879212,2021-01-29 00:13:32,LTC/USDT,134.90236954,134.90236954,134.90236954,134.90236954,0.0,0.0
1611878400,2021-01-29 00:00:00,LTC/USDT,133.41950907,145.20316894,131.63398849,134.90236954,3340113.60006599,24164.44312561
1611792821,2021-01-28 00:13:41,LTC/USDT,133.41950908,133.41950908,133.41950908,133.41950908,0.0,0.0
1611792000,2021-01-28 00:00:00,LTC/USDT,122.33271776,135.58968869,120.70595634,133.41950908,1212090.68617027,9314.48283003
1611707807,2021-01-27 00:36:47,LTC/USDT,122.53782763,122.53782763,122.53782763,122.53782763,0.0,0.0
1611705600,2021-01-27 00:00:00,LTC/USDT,134.4,134.5,118.2494438,122.53782763,1577507.17858405,12677.46374562
1611619968,2021-01-26 00:12:48,LTC/USDT,134.32688858,134.32688858,134.32688858,134.32688858,0.0,0.0
