https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume EOS,Volume USDT
1618791847,2021-04-19 00:24:07,EOS/USDT,6.64102321,6.64102321,6.64102321,6.64102321,0.0,0.0
1618790400,2021-04-19 00:00:00,EOS/USDT,7.28933306,7.48,6.49999999,6.64102321,914464.24485298,132579.63122401
1618705336,2021-04-18 00:22:16,EOS/USDT,7.27543922,7.27543922,7.27543922,7.27543922,0.0,0.0
1618704000,2021-04-18 00:00:00,EOS/USDT,7.85028458,7.9274664,5.93822218,7.27543922,1170364.89252579,172411.20376334
1618619238,2021-04-17 00:27:18,EOS/USDT,7.84475514,7.84475514,7.84475514,7.84475514,0.0,0.0
1618617600,2021-04-17 00:00:00,EOS/USDT,8.55961285,8.83,7.60777,7.84475514,704915.50880926,86333.45948496
1618532808,2021-04-16 00:26:48,EOS/USDT,8.50578404,8.50578404,8.50578404,8.50578404,0.0,0.0
1618531200,2021-04-16 00:00:00,EOS/USDT,7.89663936,8.72945148,7.09075554,8.50578404,1651530.78393211,208820.85202342
1618446350,2021-04-15 00:25:50,EOS/USDT,7.89135566,7.89135566,7.89135566,7.89135566,0.0,0.0
1618444800,2021-04-15 00:00:00,EOS/USDT,7.68966163,7.91428571,7.28572942,7.89135566,495766.79685068,65040.79295953
1618360863,2021-04-14 00:41:03,EOS/USDT,7.6707262,7.6707262,7.6707262,7.6707262,0.0,0.0
1618358400,2021-04-14 00:00:00,EOS/USDT,7.47230193,8.07401929,7.06293,7.6707262,820045.83819654,107871.25495472
1618273319,2021-04-13 00:21:59,EOS/USDT,7.38584468,7.38584468,7.38584468,7.38584468,0.0,0.0
1618272000,2021-04-13 00:00:00,EOS/USDT,6.4733,7.5473483,6.42946498,7.38584468,771874.79039742,106387.77335974
1618186934,2021-04-12 00:22:14,EOS/USDT,6.49840004,6.49840004,6.49840004,6.49840004,0.0,0.0
1618185600,2021-04-12 00:00:00,EOS/USDT,6.77676868,6.86178025,6.30808556,6.49840004,390258.01310615,59002.43049002
1618100432,2021-04-11 00:20:32,EOS/USDT,6.73272258,6.73272258,6.73272258,6.73272258,0.0,0.0
1618099200,2021-04-11 00:00:00,EOS/USDT,6.62903154,7.05,6.56699279,6.73272258,280491.84044614,41295.09497296
1618014246,2021-04-10 00:24:06,EOS/USDT,6.60558864,6.60558864,6.60558864,6.60558864,0.0,0.0
1618012800,2021-04-10 00:00:00,EOS/USDT,6.21726164,6.74999999,6.15976002,6.60558864,361080.07449321,55727.01314321
1617927745,2021-04-09 00:22:25,EOS/USDT,6.20342193,6.20342193,6.20342193,6.20342193,0.0,0.0
1617926400,2021-04-09 00:00:00,EOS/USDT,6.44748186,6.59500493,6.06745062,6.20342193,211538.05499808,33512.93075434
1617841450,2021-04-08 00:24:10,EOS/USDT,6.43544715,6.43544715,6.43544715,6.43544715,0.0,0.0
1617840000,2021-04-08 00:00:00,EOS/USDT,5.90969877,6.46144551,5.82900202,6.43544715,544528.52290482,87149.99666671
1617755202,2021-04-07 00:26:42,EOS/USDT,5.87400756,5.87400756,5.87400756,5.87400756,0.0,0.0
1617753600,2021-04-07 00:00:00,EOS/USDT,6.67600968,7.04116288,5.73637832,5.87400756,908852.3909306,143004.2931891
1617668666,2021-04-06 00:24:26,EOS/USDT,6.6420505,6.6420505,6.6420505,6.6420505,0.0,0.0
1617667200,2021-04-06 00:00:00,EOS/USDT,6.69648542,7.0835828,6.2,6.6420505,830648.1193679,125098.83728753
1617582139,2021-04-05 00:22:19,EOS/USDT,6.69145133,6.69145133,6.69145133,6.69145133,0.0,0.0
1617580800,2021-04-05 00:00:00,EOS/USDT,6.29074132,7.05259813,5.83424681,6.69145133,824987.08018272,126533.12004068
1617495594,2021-04-04 00:19:54,EOS/USDT,6.28333056,6.28333056,6.28333056,6.28333056,0.0,0.0
1617494400,2021-04-04 00:00:00,EOS/USDT,5.41599444,6.29860957,5.33333333,6.28333056,374373.90400326,64456.79491495
1617408814,2021-04-03 00:13:34,EOS/USDT,5.42004444,5.42004444,5.42004444,5.42004444,0.0,0.0
1617408000,2021-04-03 00:00:00,EOS/USDT,6.25869457,6.47345554,5.20704138,5.42004444,1015190.31230045,170121.84210984
1617322373,2021-04-02 00:12:53,EOS/USDT,6.26265272,6.26265272,6.26265272,6.26265272,0.0,0.0
1617321600,2021-04-02 00:00:00,EOS/USDT,5.59758504,6.34111871,5.3725856,6.26265272,1201609.34229829,210631.89038432
1617235989,2021-04-01 00:13:09,EOS/USDT,5.59758504,5.59758504,5.59758504,5.59758504,0.0,0.0
1617235200,2021-04-01 00:00:00,EOS/USDT,4.81332092,5.97518829,4.71394565,5.59758504,904905.80309811,169515.98239953
1617149618,2021-03-31 00:13:38,EOS/USDT,4.79024132,4.79024132,4.79024132,4.79024132,0.0,0.0
1617148800,2021-03-31 00:00:00,EOS/USDT,4.34343285,4.9,4.06927041,4.79024132,444952.61777049,100453.70689339
1617063238,2021-03-30 00:13:58,EOS/USDT,4.33262235,4.33262235,4.33262235,4.33262235,0.0,0.0
1617062400,2021-03-30 00:00:00,EOS/USDT,4.26298006,4.4,4.21291261,4.33262235,155410.84520399,35888.79081011
1616976622,2021-03-29 00:10:22,EOS/USDT,4.28134764,4.28134764,4.28134764,4.28134764,0.0,0.0
1616976000,2021-03-29 00:00:00,EOS/USDT,4.09360832,4.30524003,4.07168005,4.28134764,240384.91826108,56841.10318418
1616890313,2021-03-28 00:11:53,EOS/USDT,4.10802423,4.10802423,4.10802423,4.10802423,0.0,0.0
1616889600,2021-03-28 00:00:00,EOS/USDT,4.09775466,4.20784368,4.03683413,4.10802423,119030.22690436,28834.24258213
1616803909,2021-03-27 00:11:49,EOS/USDT,4.09307954,4.09307954,4.09307954,4.09307954,0.0,0.0
1616803200,2021-03-27 00:00:00,EOS/USDT,4.19221962,4.19815241,3.98000012,4.09307954,142892.06576554,34984.2912083
1616717455,2021-03-26 00:10:55,EOS/USDT,4.18062464,4.18062464,4.18062464,4.18062464,0.0,0.0
1616716800,2021-03-26 00:00:00,EOS/USDT,3.69802039,4.18250427,3.68656667,4.18062464,239770.78650411,59365.96190884
1616631245,2021-03-25 00:14:05,EOS/USDT,3.68243674,3.68243674,3.68243674,3.68243674,0.0,0.0
1616630400,2021-03-25 00:00:00,EOS/USDT,3.69297288,3.76351368,3.54416795,3.68243674,196882.15424522,53660.4481691
1616544841,2021-03-24 00:14:01,EOS/USDT,3.69558099,3.69558099,3.69558099,3.69558099,0.0,0.0
1616544000,2021-03-24 00:00:00,EOS/USDT,4.08317389,4.30524003,3.44012601,3.69558099,515662.85374689,131533.57385824
1616458300,2021-03-23 00:11:40,EOS/USDT,4.09521707,4.09521707,4.09521707,4.09521707,0.0,0.0
1616457600,2021-03-23 00:00:00,EOS/USDT,4.07385562,4.268,4.04453359,4.09521707,137829.29058876,33247.36386978
1616371924,2021-03-22 00:12:04,EOS/USDT,4.07327074,4.07327074,4.07327074,4.07327074,0.0,0.0
1616371200,2021-03-22 00:00:00,EOS/USDT,4.16009563,4.34825765,4.0,4.07327074,311930.16471161,74310.90738394
1616285472,2021-03-21 00:11:12,EOS/USDT,4.1634643,4.1634643,4.1634643,4.1634643,0.0,0.0
1616284800,2021-03-21 00:00:00,EOS/USDT,4.33520238,4.41362057,4.09260625,4.1634643,145677.05895572,34514.52387019
1616199105,2021-03-20 00:11:45,EOS/USDT,4.32569153,4.32569153,4.32569153,4.32569153,0.0,0.0
1616198400,2021-03-20 00:00:00,EOS/USDT,4.13481798,4.49973005,4.12738808,4.32569153,405755.8197774,93197.46461658
1616112680,2021-03-19 00:11:20,EOS/USDT,4.14978323,4.14978323,4.14978323,4.14978323,0.0,0.0
1616112000,2021-03-19 00:00:00,EOS/USDT,4.13708752,4.2703749,4.03268997,4.14978323,172891.3921128,41544.96371314
1616026305,2021-03-18 00:11:45,EOS/USDT,4.14729849,4.14729849,4.14729849,4.14729849,0.0,0.0
1616025600,2021-03-18 00:00:00,EOS/USDT,4.08879418,4.32168985,4.05948307,4.14729849,180099.10197642,43198.92426782
1615940035,2021-03-17 00:13:55,EOS/USDT,4.08763357,4.08763357,4.08763357,4.08763357,0.0,0.0
1615939200,2021-03-17 00:00:00,EOS/USDT,4.06904809,4.09706754,3.85521202,4.08763357,93284.65914602,23369.5568196
1615853521,2021-03-16 00:12:01,EOS/USDT,4.05128277,4.05128277,4.05128277,4.05128277,0.0,0.0
1615852800,2021-03-16 00:00:00,EOS/USDT,3.81452163,4.13054879,3.6835396,4.05128277,209740.20950558,52401.90116081
1615767107,2021-03-15 00:11:47,EOS/USDT,3.81978155,3.81978155,3.81978155,3.81978155,0.0,0.0
1615766400,2021-03-15 00:00:00,EOS/USDT,3.94722539,4.02543614,3.71615468,3.81978155,196168.42247752,50715.74736468
1615680706,2021-03-14 00:11:46,EOS/USDT,3.92973416,3.92973416,3.92973416,3.92973416,0.0,0.0
1615680000,2021-03-14 00:00:00,EOS/USDT,4.28391372,4.38040081,3.92973416,3.92973416,321198.71662846,78428.08944876
1615594296,2021-03-13 00:11:36,EOS/USDT,4.28922138,4.28922138,4.28922138,4.28922138,0.0,0.0
1615593600,2021-03-13 00:00:00,EOS/USDT,3.7680943,4.38200384,3.68728916,4.28922138,243428.94726431,60068.66432079
1615507900,2021-03-12 00:11:40,EOS/USDT,3.78282533,3.78282533,3.78282533,3.78282533,0.0,0.0
1615507200,2021-03-12 00:00:00,EOS/USDT,3.94090121,3.98850365,3.67873245,3.78282533,147773.47575023,38718.12413773
1615421556,2021-03-11 00:12:36,EOS/USDT,3.94344624,3.94344624,3.94344624,3.94344624,0.0,0.0
1615420800,2021-03-11 00:00:00,EOS/USDT,4.00056179,4.04479855,3.78354673,3.94344624,265358.80480221,67496.46114664
1615335142,2021-03-10 00:12:22,EOS/USDT,3.99912474,3.99912474,3.99912474,3.99912474,0.0,0.0
1615334400,2021-03-10 00:00:00,EOS/USDT,4.17453126,4.192,3.9,3.99912474,228799.60177247,56929.78653931
1615248680,2021-03-09 00:11:20,EOS/USDT,4.16480933,4.16480933,4.16480933,4.16480933,0.0,0.0
1615248000,2021-03-09 00:00:00,EOS/USDT,3.90597292,4.17869405,3.85334196,4.16480933,424052.23231163,105995.98953423
1615162291,2021-03-08 00:11:31,EOS/USDT,3.89048651,3.89048651,3.89048651,3.89048651,0.0,0.0
1615161600,2021-03-08 00:00:00,EOS/USDT,3.84392418,3.926434,3.73729845,3.89048651,135338.43137316,35182.37400054
1615075786,2021-03-07 00:09:46,EOS/USDT,3.83467849,3.83467849,3.83467849,3.83467849,0.0,0.0
1615075200,2021-03-07 00:00:00,EOS/USDT,3.73148044,3.8398441,3.71785336,3.83467849,47954.20220389,12719.87854831
1614989828,2021-03-06 00:17:08,EOS/USDT,3.72717016,3.72717016,3.72717016,3.72717016,0.0,0.0
1614988800,2021-03-06 00:00:00,EOS/USDT,3.70741865,3.770817,3.62664217,3.72717016,109885.18724814,29596.44998171
1614903822,2021-03-05 00:23:42,EOS/USDT,3.70513277,3.70513277,3.70513277,3.70513277,0.0,0.0
1614902400,2021-03-05 00:00:00,EOS/USDT,3.74292539,3.74523678,3.55951979,3.70513277,155958.47337384,42868.43155163
1614817200,2021-03-04 00:20:00,EOS/USDT,3.75391548,3.75391548,3.75391548,3.75391548,0.0,0.0
1614816000,2021-03-04 00:00:00,EOS/USDT,3.82497812,3.92218669,3.645,3.75391548,374782.95960254,98908.88705921
1614732164,2021-03-03 00:42:44,EOS/USDT,3.82902835,3.82902835,3.82902835,3.82902835,0.0,0.0
1614729600,2021-03-03 00:00:00,EOS/USDT,3.66436274,4.05400149,3.65535416,3.82902835,427356.97728757,109496.63329974
1614644212,2021-03-02 00:16:52,EOS/USDT,3.66977193,3.66977193,3.66977193,3.66977193,0.0,0.0
1614643200,2021-03-02 00:00:00,EOS/USDT,3.70702601,3.84258511,3.5666,3.66977193,318297.44113816,86758.95703655
1614557862,2021-03-01 00:17:42,EOS/USDT,3.7075904,3.7075904,3.7075904,3.7075904,0.0,0.0
1614556800,2021-03-01 00:00:00,EOS/USDT,3.47864995,3.76048937,3.45887552,3.7075904,342355.17869837,95005.5765716
1614471829,2021-02-28 00:23:49,EOS/USDT,3.458918,3.458918,3.458918,3.458918,0.0,0.0
1614470400,2021-02-28 00:00:00,EOS/USDT,3.65144404,3.69887618,3.24872422,3.458918,238277.4811537,69955.60894079
1614385210,2021-02-27 00:20:10,EOS/USDT,3.67575023,3.67575023,3.67575023,3.67575023,0.0,0.0
1614384000,2021-02-27 00:00:00,EOS/USDT,3.55628121,3.84083428,3.55151438,3.67575023,188028.31122893,51173.16053242
1614298624,2021-02-26 00:17:04,EOS/USDT,3.55528377,3.55528377,3.55528377,3.55528377,0.0,0.0
1614297600,2021-02-26 00:00:00,EOS/USDT,3.66037604,3.76664357,3.41,3.55528377,228035.99135243,63733.68334601
1614212098,2021-02-25 00:14:58,EOS/USDT,3.66404009,3.66404009,3.66404009,3.66404009,0.0,0.0
1614211200,2021-02-25 00:00:00,EOS/USDT,3.89848268,4.09736844,3.62776246,3.66404009,358890.10628701,92466.77416024
1614126658,2021-02-24 00:30:58,EOS/USDT,3.90198841,3.90198841,3.90198841,3.90198841,0.0,0.0
1614124800,2021-02-24 00:00:00,EOS/USDT,3.84623396,4.1390759,3.68717925,3.90198841,402935.69133232,101098.0517901
1614039067,2021-02-23 00:11:07,EOS/USDT,3.85094296,3.85094296,3.85094296,3.85094296,0.0,0.0
1614038400,2021-02-23 00:00:00,EOS/USDT,4.71516705,4.71516705,3.26,3.85094296,1050039.61258312,271813.62181208
1613952800,2021-02-22 00:13:20,EOS/USDT,4.70290004,4.70290004,4.70290004,4.70290004,0.0,0.0
1613952000,2021-02-22 00:00:00,EOS/USDT,5.10985512,5.3,4.18483303,4.70290004,874193.01625255,181412.0229713
1613866408,2021-02-21 00:13:28,EOS/USDT,5.11420298,5.11420298,5.11420298,5.11420298,0.0,0.0
1613865600,2021-02-21 00:00:00,EOS/USDT,4.83564446,5.35315899,4.74079231,5.11420298,419583.97229648,82649.65214762
1613780053,2021-02-20 00:14:13,EOS/USDT,4.84752307,4.84752307,4.84752307,4.84752307,0.0,0.0
1613779200,2021-02-20 00:00:00,EOS/USDT,5.238,5.44586193,4.51710547,4.84752307,570202.458292,112486.01256401
1613693602,2021-02-19 00:13:22,EOS/USDT,5.23826321,5.23826321,5.23826321,5.23826321,0.0,0.0
1613692800,2021-02-19 00:00:00,EOS/USDT,4.84188957,5.37922212,4.66971125,5.23826321,822036.59184817,159779.08723829
1613607289,2021-02-18 00:14:49,EOS/USDT,4.828596,4.828596,4.828596,4.828596,0.0,0.0
1613606400,2021-02-18 00:00:00,EOS/USDT,4.85508024,4.98014816,4.70475278,4.828596,334615.99806504,68572.22130892
1613521416,2021-02-17 00:23:36,EOS/USDT,4.85234561,4.85234561,4.85234561,4.85234561,0.0,0.0
1613520000,2021-02-17 00:00:00,EOS/USDT,4.65655896,4.88463051,4.45758778,4.85234561,286269.09962643,60294.48858021
1613434239,2021-02-16 00:10:39,EOS/USDT,4.64997207,4.64997207,4.64997207,4.64997207,0.0,0.0
1613433600,2021-02-16 00:00:00,EOS/USDT,4.73841558,4.9799089,4.43171636,4.64997207,384196.26982308,82244.17953481
1613347866,2021-02-15 00:11:06,EOS/USDT,4.72911752,4.72911752,4.72911752,4.72911752,0.0,0.0
1613347200,2021-02-15 00:00:00,EOS/USDT,5.11268641,5.23391081,4.2,4.72911752,658270.17446744,138605.17944979
1613261582,2021-02-14 00:13:02,EOS/USDT,5.07762022,5.07762022,5.07762022,5.07762022,0.0,0.0
1613260800,2021-02-14 00:00:00,EOS/USDT,5.55146541,5.6,4.8896757,5.07762022,657022.16070592,125088.64782182
1613175256,2021-02-13 00:14:16,EOS/USDT,5.55642909,5.55642909,5.55642909,5.55642909,0.0,0.0
1613174400,2021-02-13 00:00:00,EOS/USDT,4.7625284,5.55642909,4.48,5.55642909,985925.92651279,195568.32017801
1613088749,2021-02-12 00:12:29,EOS/USDT,4.74258758,4.74258758,4.74258758,4.74258758,0.0,0.0
1613088000,2021-02-12 00:00:00,EOS/USDT,4.6062957,4.83620245,4.245214,4.74258758,767404.80685376,167417.91718222
1613002271,2021-02-11 00:11:11,EOS/USDT,4.59190763,4.59190763,4.59190763,4.59190763,0.0,0.0
1613001600,2021-02-11 00:00:00,EOS/USDT,4.14510141,4.7,4.01750021,4.59190763,624292.96499345,141801.23333098
1612916953,2021-02-10 00:29:13,EOS/USDT,4.13257634,4.13257634,4.13257634,4.13257634,0.0,0.0
1612915200,2021-02-10 00:00:00,EOS/USDT,4.17286272,4.5272012,3.66631696,4.13257634,857893.61761998,209143.50915111
1612829488,2021-02-09 00:11:28,EOS/USDT,4.17370118,4.17370118,4.17370118,4.17370118,0.0,0.0
1612828800,2021-02-09 00:00:00,EOS/USDT,3.59548541,4.27977603,3.5,4.17370118,614674.02358477,157781.5154786
1612743204,2021-02-08 00:13:24,EOS/USDT,3.59325003,3.59325003,3.59325003,3.59325003,0.0,0.0
1612742400,2021-02-08 00:00:00,EOS/USDT,3.43571566,3.59325003,3.36115309,3.59325003,227871.96681836,65665.97028743
1612657025,2021-02-07 00:17:05,EOS/USDT,3.44175637,3.44175637,3.44175637,3.44175637,0.0,0.0
1612656000,2021-02-07 00:00:00,EOS/USDT,3.20659401,3.58357999,3.03872822,3.44175637,344142.21913827,102344.94960603
1612570626,2021-02-06 00:17:06,EOS/USDT,3.21388809,3.21388809,3.21388809,3.21388809,0.0,0.0
1612569600,2021-02-06 00:00:00,EOS/USDT,3.31901865,3.32608694,3.15217391,3.21388809,216553.52506576,67225.68791499
1612484026,2021-02-05 00:13:46,EOS/USDT,3.32,3.32,3.32,3.32,0.0,0.0
1612483200,2021-02-05 00:00:00,EOS/USDT,3.03130135,3.38633519,3.02173913,3.32,338221.67058419,105037.39562111
1612397815,2021-02-04 00:16:55,EOS/USDT,3.02670287,3.02670287,3.02670287,3.02670287,0.0,0.0
1612396800,2021-02-04 00:00:00,EOS/USDT,3.07731499,3.14967924,2.98,3.02670287,146510.53608051,48142.00608138
1612312082,2021-02-03 00:28:02,EOS/USDT,3.06298712,3.06298712,3.06298712,3.06298712,0.0,0.0
1612310400,2021-02-03 00:00:00,EOS/USDT,3.0,3.13754368,2.98416334,3.06298712,152454.62703859,49867.57268805
1612224678,2021-02-02 00:11:18,EOS/USDT,2.99696883,2.99696883,2.99696883,2.99696883,0.0,0.0
1612224000,2021-02-02 00:00:00,EOS/USDT,3.0490232,3.07191626,2.95935188,2.99696883,88053.91450135,29311.94543309
1612138414,2021-02-01 00:13:34,EOS/USDT,3.07311313,3.07311313,3.07311313,3.07311313,0.0,0.0
1612137600,2021-02-01 00:00:00,EOS/USDT,2.93293,3.26896556,2.896,3.07311313,356027.90415404,114718.11512735
1612052225,2021-01-31 00:17:05,EOS/USDT,2.93005137,2.93005137,2.93005137,2.93005137,0.0,0.0
1612051200,2021-01-31 00:00:00,EOS/USDT,2.92496394,3.07425432,2.81,2.93005137,183024.8135696,62034.34660787
1611965760,2021-01-30 00:16:00,EOS/USDT,2.92133789,2.92133789,2.92133789,2.92133789,0.0,0.0
1611964800,2021-01-30 00:00:00,EOS/USDT,2.73640036,3.1,2.7,2.92133789,266974.06829482,91293.38679417
1611879212,2021-01-29 00:13:32,EOS/USDT,2.72292595,2.72292595,2.72292595,2.72292595,0.0,0.0
1611878400,2021-01-29 00:00:00,EOS/USDT,2.70117211,2.8884,2.6579157,2.72292595,161572.96524378,58583.91395851
1611792821,2021-01-28 00:13:41,EOS/USDT,2.7002961,2.7002961,2.7002961,2.7002961,0.0,0.0
1611792000,2021-01-28 00:00:00,EOS/USDT,2.49820177,2.791,2.4812,2.7002961,120273.83795891,44617.62241405
1611707807,2021-01-27 00:36:47,EOS/USDT,2.49,2.49,2.49,2.49,0.0,0.0
1611705600,2021-01-27 00:00:00,EOS/USDT,2.61804433,2.61804433,2.46000021,2.49,71358.02522349,28265.49505462
1611619968,2021-01-26 00:12:48,EOS/USDT,2.62070168,2.62070168,2.62070168,2.62070168,0.0,0.0
1611619200,2021-01-26 00:00:00,EOS/USDT,2.65435385,2.66773272,2.55129627,2.62070168,29407.25418114,11280.44293391
1611532800,2021-01-25 00:00:00,EOS/USDT,2.7160399,2.76999999,2.635,2.65,66146.91477495,24273.63488205
1611446400,2021-01-24 00:00:00,EOS/USDT,2.71265338,2.76887761,2.64624123,2.70714367,53217.03987704,19650.34698376
1611360000,2021-01-23 00:00:00,EOS/USDT,2.62335129,2.77,2.58132807,2.68736386,68304.87137879,25322.91233825
1611273600,2021-01-22 00:00:00,EOS/USDT,2.52350775,2.69343904,2.45,2.64299999,76713.84373298,29613.15591422
1611187200,2021-01-21 00:00:00,EOS/USDT,2.78833479,2.79700087,2.50099996,2.54501376,78174.73944296,29835.94280606
1611100800,2021-01-20 00:00:00,EOS/USDT,2.82387898,2.83398111,2.66756508,2.77895099,132407.30943168,47993.29739194
1611014400,2021-01-19 00:00:00,EOS/USDT,2.81981025,2.95176135,2.8070635,2.83261101,136065.35594529,47043.83462456
1610928000,2021-01-18 00:00:00,EOS/USDT,2.76952544,2.83581442,2.70585328,2.80779937,146919.7243612,52478.07923761
1610841600,2021-01-17 00:00:00,EOS/USDT,2.77084699,2.81571933,2.68576344,2.75882091,135134.14943116,49356.17342661
1610755200,2021-01-16 00:00:00,EOS/USDT,2.7719607,2.89163707,2.71,2.78974384,107725.84631113,38283.95913042
1610668800,2021-01-15 00:00:00,EOS/USDT,2.80724825,2.93673878,2.58199861,2.77240585,236303.18118797,84806.70807803
1610582400,2021-01-14 00:00:00,EOS/USDT,2.76599786,2.87231777,2.7,2.80700498,316722.64577117,113514.40424417
1610496000,2021-01-13 00:00:00,EOS/USDT,2.59068958,2.78784334,2.52,2.76687,129764.37955589,48048.81866538
1610409600,2021-01-12 00:00:00,EOS/USDT,2.6642938,2.78784331,2.53749774,2.5838198,201844.18312527,75492.79025045
1610323200,2021-01-11 00:00:00,EOS/USDT,3.07279081,3.07279081,2.39166496,2.67237857,740797.25993922,273906.05151976
1610236800,2021-01-10 00:00:00,EOS/USDT,3.62554526,3.91,2.86428531,3.09,774388.07661065,235471.87329813
1610150400,2021-01-09 00:00:00,EOS/USDT,3.11612444,3.74337846,3.0200573,3.60360321,601315.9449555,173017.67915932
1610064000,2021-01-08 00:00:00,EOS/USDT,3.19873002,3.24080283,2.9,3.11300701,287000.89911628,94717.75629607
1609977600,2021-01-07 00:00:00,EOS/USDT,3.36195026,3.44082453,3.06,3.19903102,277552.55719006,84457.22669981
1609891200,2021-01-06 00:00:00,EOS/USDT,2.86755123,3.4519035,2.85353382,3.36720326,343460.57382255,107339.80630094
1609804800,2021-01-05 00:00:00,EOS/USDT,2.82090558,2.94999999,2.7144106,2.88511706,83235.42025665,29083.70505332
1609718400,2021-01-04 00:00:00,EOS/USDT,2.79851744,3.11194733,2.6,2.81192228,274817.15615784,95686.89981693
1609632000,2021-01-03 00:00:00,EOS/USDT,2.63151103,2.84084,2.57870745,2.77630698,149577.19093226,54855.41024002
1609545600,2021-01-02 00:00:00,EOS/USDT,2.60810282,2.715,2.56456768,2.62569187,114860.43332859,43847.98921239
1609459200,2021-01-01 00:00:00,EOS/USDT,2.57436879,2.726,2.5737574,2.62884889,26362.06311958,10022.91842848
1609372800,2020-12-31 00:00:00,EOS/USDT,2.60367933,2.6468141,2.51587497,2.58716924,61206.55346053,23827.69767633
1609286400,2020-12-30 00:00:00,EOS/USDT,2.64105996,2.66787099,2.54283525,2.61314895,33530.04933522,12916.14340144
1609200000,2020-12-29 00:00:00,EOS/USDT,2.75855579,2.75855579,2.50485631,2.64482241,82460.16075853,31622.1307944
1609113600,2020-12-28 00:00:00,EOS/USDT,2.72629409,2.88915037,2.68924934,2.77265737,67561.79828328,23974.97197126
1609027200,2020-12-27 00:00:00,EOS/USDT,2.59933453,2.8662206,2.48309962,2.73241349,79085.17086679,29414.7546485
1608940800,2020-12-26 00:00:00,EOS/USDT,2.6734485,2.68921396,2.52999296,2.6060033,71435.62348917,27318.95997431
1608854400,2020-12-25 00:00:00,EOS/USDT,2.66450174,2.74999981,2.54438754,2.66878097,151575.34773519,56866.28364757
1608768000,2020-12-24 00:00:00,EOS/USDT,2.295,2.69890378,2.256803,2.6690412,113235.30509347,45196.35317664
1608681600,2020-12-23 00:00:00,EOS/USDT,2.90238914,2.91361616,2.0,2.31140073,180619.66161737,71628.23443216
1608595200,2020-12-22 00:00:00,EOS/USDT,2.9203301,2.95327257,2.78,2.905,33674.36350185,11747.51460668
1608508800,2020-12-21 00:00:00,EOS/USDT,3.12,3.27299854,2.90819244,2.94388115,102581.84386364,34190.87691835
1608422400,2020-12-20 00:00:00,EOS/USDT,3.03888268,3.329654,3.01,3.14692138,76070.42055406,23729.88382916
1608336000,2020-12-19 00:00:00,EOS/USDT,3.06141543,3.11354524,3.04,3.0507121,26585.43164773,8647.61974147
1608249600,2020-12-18 00:00:00,EOS/USDT,3.01908849,3.12,2.99141886,3.05946105,79424.7752006,26058.4828282
1608163200,2020-12-17 00:00:00,EOS/USDT,3.11354524,3.24908846,2.99155456,3.04181175,182309.85759203,58683.14703101
1608076800,2020-12-16 00:00:00,EOS/USDT,2.85,3.1077821,2.82378503,3.1077821,58354.84862043,19325.91971739
1607990400,2020-12-15 00:00:00,EOS/USDT,2.85080138,2.9,2.8245578,2.85080138,9651.31272334,3370.85244441
1607904000,2020-12-14 00:00:00,EOS/USDT,2.82799497,2.85551179,2.804738,2.84388106,12868.45622279,4543.43633031
1607817600,2020-12-13 00:00:00,EOS/USDT,2.77601109,2.89696746,2.75,2.83409671,14683.58782678,5165.09796484
1607731200,2020-12-12 00:00:00,EOS/USDT,2.6949373,2.78466539,2.6882524,2.77143194,11916.88246683,4336.26958194
1607644800,2020-12-11 00:00:00,EOS/USDT,2.7385793,2.7385793,2.65930774,2.69493731,102130.32455861,38167.62121636
1607558400,2020-12-10 00:00:00,EOS/USDT,2.81031856,2.81220166,2.70626088,2.75,10096.71371593,3643.67956034
1607472000,2020-12-09 00:00:00,EOS/USDT,2.79445817,2.82799497,2.6733778,2.81757786,39320.73446596,14184.95615225
1607385600,2020-12-08 00:00:00,EOS/USDT,2.95688574,2.96686155,2.751,2.79833018,118625.22780999,41667.56196834
1607299200,2020-12-07 00:00:00,EOS/USDT,2.9999388,2.9999388,2.90665107,2.95080702,19790.44829226,6659.20350809
1607212800,2020-12-06 00:00:00,EOS/USDT,3.01297042,3.02727362,2.919,2.99997907,9694.01234524,3254.36393615
1607126400,2020-12-05 00:00:00,EOS/USDT,2.83115297,2.99155456,2.82799497,2.99155456,26976.99143453,9313.60552603
1607040000,2020-12-04 00:00:00,EOS/USDT,3.06885251,3.1384536,2.80537101,2.84330922,129927.41314471,43461.09833878
1606953600,2020-12-03 00:00:00,EOS/USDT,3.0848801,3.13,3.01568,3.07926929,6496.84407171,2110.46546501
1606867200,2020-12-02 00:00:00,EOS/USDT,2.984,3.08015056,2.96762212,3.06222559,9629.42360887,3171.61917393
1606780800,2020-12-01 00:00:00,EOS/USDT,3.26852751,3.335,2.94683282,2.99103659,176182.2212093,56866.86532131
1606694400,2020-11-30 00:00:00,EOS/USDT,3.051,3.26890897,3.00000001,3.24258681,51437.49690694,16295.15351977
1606608000,2020-11-29 00:00:00,EOS/USDT,3.00479718,3.09120936,2.88453923,3.04233725,49688.96418458,16569.79850603
1606521600,2020-11-28 00:00:00,EOS/USDT,2.8643349,3.06667595,2.8273679,2.99423782,65741.86053576,22166.29158186
1606435200,2020-11-27 00:00:00,EOS/USDT,2.92351075,3.01819172,2.76490981,2.87427006,37518.40443854,12905.98516369
